Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N),Q0,Q1,Q2,Q3,R
1740039069.5707,0.0005,0.1312,-0.0008,-0.1968,-7.2468,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.5800,0.0023,0.2292,-0.0034,-0.3434,-13.1997,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.5900,0.0041,0.1543,-0.0061,-0.2308,-9.9057,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6000,0.0055,0.1997,-0.0083,-0.2993,-12.9529,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6100,0.0072,0.1186,-0.0108,-0.1781,-9.3251,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6201,0.0083,0.1769,-0.0125,-0.2667,-12.9679,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6300,0.0101,0.1136,-0.0152,-0.1732,-10.4083,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6401,0.0114,0.1887,-0.0171,-0.2877,-15.0522,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6500,0.0125,0.0765,-0.0189,-0.1211,-9.6180,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6600,0.0131,0.0994,-0.0199,-0.1580,-11.2648,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6700,0.0138,0.0299,-0.0210,-0.0563,-8.0122,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6800,0.0142,0.0881,-0.0217,-0.1467,-11.4975,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.6900,0.0146,-0.0041,-0.0224,-0.0112,-6.9226,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7000,0.0145,0.0211,-0.0225,-0.0524,-8.4984,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7101,0.0144,-0.0449,-0.0225,0.0434,-5.1506,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7201,0.0137,-0.0720,-0.0219,0.0807,-3.7199,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7301,0.0130,-0.0946,-0.0210,0.1113,-2.4587,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7405,0.0120,-0.1139,-0.0199,0.1373,-1.2987,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7500,0.0108,-0.1223,-0.0184,0.1466,-0.6511,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7601,0.0096,-0.1333,-0.0169,0.1601,0.1548,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7700,0.0083,-0.1258,-0.0154,0.1460,-0.0103,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7800,0.0071,-0.1668,-0.0139,0.2052,2.4427,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.7900,0.0054,-0.1510,-0.0120,0.1790,1.9810,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8001,0.0037,-0.2233,-0.0099,0.2853,6.2863,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8100,0.0018,-0.1646,-0.0075,0.1951,3.6460,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8200,-0.0002,-0.2876,-0.0050,0.3781,10.8107,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8300,-0.0025,-0.1911,-0.0021,0.2318,6.3460,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8401,-0.0048,-0.3346,0.0008,0.4462,14.7570,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8501,-0.0075,-0.2056,0.0042,0.2519,8.7080,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8600,-0.0095,-0.3055,0.0067,0.4018,14.7334,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8701,-0.0120,-0.2283,0.0100,0.2860,11.4729,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8801,-0.0142,-0.2975,0.0128,0.3907,15.9696,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.8923,-0.0166,-0.2113,0.0159,0.2622,12.2287,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9000,-0.0186,-0.2855,0.0184,0.3754,16.9735,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9100,-0.0211,-0.1820,0.0215,0.2221,12.3901,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9200,-0.0229,-0.2572,0.0237,0.3375,17.1417,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9301,-0.0249,-0.1672,0.0263,0.2050,13.1610,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9406,-0.0264,-0.2050,0.0281,0.2651,15.8588,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9501,-0.0278,-0.1313,0.0299,0.1574,12.5513,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9601,-0.0292,-0.1988,0.0315,0.2628,16.8390,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9700,-0.0304,-0.0610,0.0330,0.0601,10.0921,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9800,-0.0308,-0.0611,0.0334,0.0652,10.4699,11.1111,0.2500,25.0000,0.2500,0.0044
1740039069.9900,-0.0310,0.0213,0.0334,-0.0536,6.3242,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0000,-0.0307,0.0161,0.0328,-0.0408,6.7119,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0100,-0.0303,0.0661,0.0320,-0.1107,4.0993,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0200,-0.0294,0.1108,0.0306,-0.1727,1.6065,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0300,-0.0282,0.1171,0.0289,-0.1773,1.0681,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0400,-0.0267,0.2192,0.0266,-0.3257,-4.7586,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0500,-0.0248,0.1716,0.0237,-0.2497,-2.7174,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0601,-0.0232,0.2526,0.0215,-0.3680,-7.4765,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0700,-0.0205,0.2409,0.0176,-0.3464,-7.6833,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0800,-0.0178,0.3764,0.0137,-0.5462,-15.8200,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.0901,-0.0148,0.2366,0.0094,-0.3333,-9.3127,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1001,-0.0121,0.3804,0.0055,-0.5469,-17.9347,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1100,-0.0092,0.2243,0.0014,-0.3109,-10.5897,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1201,-0.0065,0.3960,-0.0023,-0.5675,-20.7484,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1301,-0.0048,0.3059,-0.0048,-0.4318,-16.5463,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1401,-0.0019,0.2806,-0.0088,-0.3939,-16.2687,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1501,-0.0000,0.1561,-0.0114,-0.2074,-10.3190,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1600,0.0016,0.2662,-0.0136,-0.3739,-16.8870,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1700,0.0039,0.1682,-0.0168,-0.2281,-12.5788,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1801,0.0056,0.2587,-0.0191,-0.3658,-18.1534,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.1900,0.0078,0.1501,-0.0221,-0.2048,-13.2774,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2000,0.0093,0.2285,-0.0242,-0.3253,-18.2104,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2101,0.0108,0.0782,-0.0263,-0.1028,-10.8746,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2201,0.0115,0.1093,-0.0272,-0.1532,-13.0076,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2300,0.0120,0.0047,-0.0279,-0.0001,-7.8027,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2400,0.0120,0.0186,-0.0278,-0.0250,-8.7590,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2500,0.0119,-0.0424,-0.0276,0.0628,-5.6408,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2600,0.0111,-0.1019,-0.0265,0.1478,-2.4081,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2700,0.0100,-0.1151,-0.0250,0.1634,-1.5196,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2800,0.0085,-0.2173,-0.0228,0.3126,4.3117,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.2900,0.0066,-0.1735,-0.0201,0.2428,2.4765,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3000,0.0050,-0.2369,-0.0178,0.3348,6.3026,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3101,0.0029,-0.1770,-0.0150,0.2416,3.6680,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3201,0.0010,-0.3233,-0.0123,0.4587,12.1051,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3300,-0.0021,-0.2562,-0.0080,0.3551,9.5094,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3401,-0.0049,-0.3977,-0.0041,0.5654,18.0259,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3500,-0.0080,-0.2404,0.0002,0.3276,10.6646,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3600,-0.0101,-0.3209,0.0032,0.4477,15.7354,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3700,-0.0132,-0.2153,0.0075,0.2888,11.2077,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3800,-0.0158,-0.3840,0.0109,0.5423,21.2171,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.3900,-0.0186,-0.2031,0.0149,0.2715,12.6126,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4000,-0.0210,-0.3598,0.0181,0.5081,21.9713,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4100,-0.0236,-0.1744,0.0216,0.2317,13.0918,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4200,-0.0254,-0.2669,0.0241,0.3730,18.8690,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4300,-0.0272,-0.1099,0.0266,0.1404,11.2790,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4401,-0.0282,-0.1548,0.0278,0.2114,14.2189,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4500,-0.0291,-0.0389,0.0290,0.0413,8.5385,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4601,-0.0294,-0.0755,0.0293,0.0999,10.8099,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4701,-0.0301,-0.0222,0.0303,0.0245,8.4610,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4801,-0.0301,0.0007,0.0302,-0.0058,7.4516,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.4900,-0.0299,0.0510,0.0298,-0.0767,4.9034,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5001,-0.0291,0.1038,0.0287,-0.1514,2.0270,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5102,-0.0280,0.1192,0.0270,-0.1699,1.0154,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5204,-0.0266,0.1720,0.0251,-0.2447,-2.0776,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5300,-0.0249,0.1620,0.0227,-0.2254,-1.9579,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5400,-0.0230,0.2470,0.0201,-0.3490,-6.9947,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5501,-0.0209,0.1811,0.0172,-0.2465,-4.0453,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5602,-0.0187,0.3243,0.0141,-0.4582,-12.3745,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5701,-0.0165,0.2354,0.0110,-0.3222,-8.2888,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5800,-0.0141,0.3533,0.0078,-0.4970,-15.3567,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.5900,-0.0109,0.2599,0.0034,-0.3546,-11.4308,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6001,-0.0087,0.3003,0.0004,-0.4141,-14.3408,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6101,-0.0052,0.3125,-0.0045,-0.4312,-16.2442,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6200,-0.0020,0.4134,-0.0089,-0.5824,-22.8386,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6300,0.0010,0.2185,-0.0131,-0.2902,-13.5381,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6400,0.0033,0.3181,-0.0162,-0.4408,-19.7782,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6500,0.0056,0.1514,-0.0193,-0.1923,-11.7513,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6600,0.0072,0.2425,-0.0214,-0.3314,-17.3386,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6701,0.0089,0.0983,-0.0235,-0.1176,-10.3278,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6800,0.0096,0.1040,-0.0243,-0.1294,-11.0299,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.6900,0.0101,0.0237,-0.0249,-0.0119,-7.0472,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7000,0.0102,0.0213,-0.0248,-0.0119,-7.1005,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7101,0.0104,0.0026,-0.0250,0.0125,-6.3397,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7201,0.0103,-0.0177,-0.0247,0.0395,-5.3576,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7301,0.0099,-0.0536,-0.0240,0.0897,-3.4630,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7400,0.0092,-0.0899,-0.0229,0.1404,-1.4159,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7500,0.0083,-0.0961,-0.0214,0.1459,-0.9060,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7600,0.0072,-0.1382,-0.0198,0.2056,1.6073,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7700,0.0059,-0.1189,-0.0179,0.1733,0.8925,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7800,0.0046,-0.1640,-0.0160,0.2379,3.6559,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.7900,0.0033,-0.1314,-0.0141,0.1863,2.2711,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8000,0.0018,-0.2034,-0.0120,0.2919,6.5522,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8101,-0.0001,-0.1654,-0.0093,0.2324,5.1187,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8201,-0.0019,-0.2246,-0.0068,0.3194,8.8572,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8300,-0.0037,-0.1458,-0.0043,0.1995,5.2251,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8400,-0.0053,-0.2142,-0.0021,0.3011,9.4269,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8500,-0.0070,-0.1317,0.0003,0.1763,5.5770,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8600,-0.0079,-0.1702,0.0015,0.2338,7.9616,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8700,-0.0092,-0.1011,0.0033,0.1299,4.7186,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8800,-0.0105,-0.2008,0.0050,0.2797,10.5224,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.8900,-0.0120,-0.1106,0.0070,0.1446,6.2517,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9001,-0.0131,-0.1407,0.0084,0.1904,8.2915,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9103,-0.0141,-0.0706,0.0098,0.0861,4.9411,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9200,-0.0148,-0.1114,0.0106,0.1484,7.4166,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9300,-0.0158,-0.0665,0.0119,0.0822,5.4115,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9400,-0.0163,-0.0553,0.0125,0.0671,5.0630,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9500,-0.0167,-0.0207,0.0129,0.0168,3.4182,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9600,-0.0169,-0.0335,0.0131,0.0379,4.2527,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9700,-0.0170,0.0004,0.0132,-0.0110,2.5699,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9800,-0.0170,-0.0147,0.0131,0.0135,3.4635,11.1111,0.2500,25.0000,0.2500,0.0044
1740039070.9900,-0.0170,0.0123,0.0130,-0.0250,2.1059,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0000,-0.0169,0.0062,0.0128,-0.0139,2.4732,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0101,-0.0168,0.0209,0.0126,-0.0345,1.7138,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0200,-0.0165,0.0379,0.0121,-0.0579,0.7885,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0300,-0.0161,0.0418,0.0115,-0.0619,0.5224,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0400,-0.0156,0.0520,0.0108,-0.0754,-0.1014,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0500,-0.0151,0.0485,0.0101,-0.0684,-0.0064,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0601,-0.0146,0.0687,0.0094,-0.0972,-1.1940,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0701,-0.0139,0.0614,0.0085,-0.0846,-0.9619,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0800,-0.0133,0.0817,0.0076,-0.1137,-2.2106,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.0900,-0.0126,0.0607,0.0066,-0.0808,-1.2632,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1001,-0.0119,0.0994,0.0057,-0.1376,-3.5298,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1100,-0.0111,0.0674,0.0046,-0.0886,-2.0506,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1200,-0.0103,0.1072,0.0035,-0.1474,-4.4134,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1300,-0.0094,0.0682,0.0024,-0.0880,-2.5807,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1400,-0.0087,0.0908,0.0014,-0.1215,-4.0128,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1501,-0.0080,0.0591,0.0006,-0.0735,-2.5173,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1600,-0.0072,0.1318,-0.0005,-0.1822,-6.6875,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1700,-0.0062,0.0742,-0.0018,-0.0955,-3.9433,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1800,-0.0053,0.1425,-0.0030,-0.1980,-7.9333,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.1933,-0.0048,0.1151,-0.0037,-0.1568,-6.6477,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2001,-0.0034,0.1551,-0.0056,-0.2173,-9.3151,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2100,-0.0024,0.0840,-0.0070,-0.1109,-5.9064,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2200,-0.0017,0.1041,-0.0079,-0.1418,-7.2626,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2300,-0.0010,0.0435,-0.0088,-0.0518,-4.3134,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2400,-0.0004,0.1088,-0.0096,-0.1509,-8.0814,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2500,0.0003,0.0417,-0.0105,-0.0514,-4.8083,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2600,0.0008,0.0710,-0.0111,-0.0968,-6.6111,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2700,0.0012,0.0171,-0.0116,-0.0173,-3.9438,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2800,0.0014,0.0512,-0.0119,-0.0703,-5.9418,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.2900,0.0016,0.0128,-0.0122,-0.0138,-4.0361,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3000,0.0018,0.0528,-0.0125,-0.0757,-6.3548,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3100,0.0021,0.0017,-0.0128,-0.0007,-3.8038,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3200,0.0020,-0.0019,-0.0127,0.0028,-3.6963,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3300,0.0018,-0.0300,-0.0125,0.0430,-2.2300,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3400,0.0016,-0.0183,-0.0121,0.0238,-2.8550,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3501,0.0013,-0.0338,-0.0118,0.0451,-2.0473,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3601,0.0010,-0.0547,-0.0112,0.0749,-0.8792,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3701,0.0002,-0.0684,-0.0102,0.0934,0.0068,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3800,-0.0006,-0.1220,-0.0091,0.1720,3.1039,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.3900,-0.0017,-0.0923,-0.0076,0.1257,1.8089,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4001,-0.0024,-0.1208,-0.0067,0.1675,3.5237,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4100,-0.0041,-0.1293,-0.0043,0.1786,4.5380,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4200,-0.0056,-0.2200,-0.0021,0.3137,9.9210,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4301,-0.0073,-0.1334,0.0003,0.1828,5.8752,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4400,-0.0089,-0.2217,0.0024,0.3149,11.1657,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4500,-0.0106,-0.1255,0.0048,0.1703,6.6291,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4601,-0.0112,-0.0912,0.0056,0.1190,5.0268,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4700,-0.0118,-0.0527,0.0064,0.0618,3.2012,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4800,-0.0126,-0.1692,0.0074,0.2373,9.7573,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.4901,-0.0142,-0.1188,0.0096,0.1622,7.6780,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5000,-0.0155,-0.2178,0.0114,0.3117,13.5338,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5101,-0.0174,-0.1403,0.0141,0.1964,10.1775,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5201,-0.0184,-0.1559,0.0155,0.2211,11.4510,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5301,-0.0196,-0.0990,0.0172,0.1374,8.9687,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5400,-0.0207,-0.1576,0.0187,0.2278,12.6608,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5501,-0.0217,-0.0533,0.0201,0.0736,7.5889,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5600,-0.0221,-0.0722,0.0208,0.1048,8.9430,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5700,-0.0225,-0.0005,0.0213,0.0001,5.3943,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5800,-0.0223,0.0192,0.0211,-0.0263,4.4616,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.5900,-0.0219,0.0521,0.0206,-0.0725,2.7399,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6000,-0.0213,0.0910,0.0196,-0.1275,0.5805,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6100,-0.0203,0.0907,0.0183,-0.1240,0.4363,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6201,-0.0195,0.1219,0.0172,-0.1684,-1.3944,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6300,-0.0182,0.1329,0.0153,-0.1819,-2.3286,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6400,-0.0166,0.2134,0.0132,-0.2999,-7.0540,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6501,-0.0146,0.1726,0.0104,-0.2360,-5.4759,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6603,-0.0127,0.2716,0.0078,-0.3826,-11.3696,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6702,-0.0090,0.3762,0.0025,-0.5372,-18.2874,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6800,-0.0054,0.4447,-0.0026,-0.6385,-23.2646,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.6900,-0.0016,0.2917,-0.0080,-0.4079,-16.4815,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7000,0.0016,0.4468,-0.0125,-0.6408,-26.0186,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7100,0.0048,0.2258,-0.0171,-0.3100,-15.4518,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7200,0.0069,0.3291,-0.0200,-0.4664,-21.8640,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7302,0.0099,0.1754,-0.0241,-0.2381,-14.8696,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7401,0.0118,0.3034,-0.0268,-0.4332,-22.6330,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7501,0.0138,0.1157,-0.0296,-0.1547,-13.5094,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7601,0.0147,0.1501,-0.0307,-0.2096,-15.8417,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7700,0.0157,0.0660,-0.0322,-0.0870,-11.9367,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7800,0.0165,0.1650,-0.0333,-0.2401,-17.8058,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.7900,0.0174,0.0210,-0.0345,-0.0286,-10.6850,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8000,0.0175,0.0518,-0.0348,-0.0798,-12.6834,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8100,0.0175,-0.0475,-0.0348,0.0640,-7.6564,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8201,0.0169,-0.0628,-0.0339,0.0816,-6.9113,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8300,0.0160,-0.1123,-0.0327,0.1507,-4.2327,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8400,0.0146,-0.1542,-0.0309,0.2083,-1.8001,11.1111,0.2500,25.0000,0.2500,0.0044
1740039071.8501,0.0130,-0.1603,-0.0288,0.2124,-1.1949,11.1111,0.2500,25.0000,0.2500,0.0044
